CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST1914,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.99,1047.96,Yes
CUST1913,Male,1,Yes,Yes,44,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,112.1,4800.18,No
CUST1912,Female,0,No,Yes,27,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,83.16,2154.27,No
CUST1911,Male,0,No,No,71,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,No,Electronic check,55.63,3787.74,No
CUST1910,Female,0,No,No,71,Yes,No phone service,DSL,Yes,Yes,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),77.51,5240.65,No
CUST1909,Male,0,No,No,45,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),48.54,2235.25,No
CUST1908,Male,0,No,No,34,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,55.62,1916.81,No
CUST1907,Male,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,60.65,2402.13,No
CUST1906,Female,1,No,Yes,41,No,No,DSL,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),47.38,1958.24,No
CUST1905,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),111.5,572.71,No
CUST1904,Male,0,No,Yes,14,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,26.18,361.97,No
CUST1903,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,Two year,Yes,Credit card (automatic),43.71,861.41,No
CUST1902,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,43.12,3130.8,No
CUST1901,Male,0,No,Yes,50,Yes,Yes,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Electronic check,47.46,2462.02,No
CUST1900,Male,0,Yes,Yes,6,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),56.46,354.58,Yes
CUST1899,Male,0,No,No,44,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,18.0,780.38,No
CUST1898,Male,0,Yes,No,58,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,87.39,5293.13,Yes
CUST1897,Female,0,Yes,Yes,1,Yes,No,DSL,No internet service,No,No,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),82.23,82.23,No
CUST1896,Male,0,Yes,No,66,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,59.46,4080.14,No
CUST1895,Male,1,Yes,No,20,No,No,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,65.5,1306.0,Yes
CUST1894,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),85.67,4505.65,No
CUST1893,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,120.0,3703.87,Yes
CUST1892,Female,0,No,No,17,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Two year,Yes,Credit card (automatic),117.79,2053.48,Yes
CUST1891,Female,0,Yes,No,16,Yes,No,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.96,481.99,Yes
CUST1890,Female,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),107.14,539.49,No
CUST1889,Male,0,No,No,58,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),70.07,4078.5,Yes
CUST1888,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No,Two year,No,Mailed check,32.29,1774.31,Yes
CUST1887,Male,0,No,No,35,Yes,No,DSL,No internet service,No,Yes,No,No,No,Two year,No,Electronic check,110.68,3700.78,No
CUST1886,Female,0,Yes,Yes,23,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,18.0,400.08,No
CUST1885,Male,1,No,No,8,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),84.36,683.78,No
CUST1884,Female,0,Yes,No,47,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,41.92,1976.09,No
CUST1883,Male,0,Yes,No,19,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,86.67,1613.8,Yes
CUST1882,Male,0,No,No,29,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,48.67,1476.93,No
CUST1881,Female,1,Yes,Yes,53,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),101.86,5617.45,Yes
CUST1880,Male,0,Yes,No,26,No,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),78.48,2086.15,No
CUST1879,Male,0,No,Yes,52,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No,Two year,Yes,Electronic check,26.39,1419.88,No
CUST1878,Male,0,Yes,No,63,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),53.36,3314.22,Yes
CUST1877,Female,0,No,Yes,44,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,One year,Yes,Mailed check,35.93,1564.07,Yes
CUST1876,Female,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,98.44,1383.8,No
CUST1875,Male,0,No,No,46,No,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,80.16,3827.94,No
CUST1874,Male,0,Yes,No,5,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,75.41,385.0,Yes
CUST1873,Male,0,Yes,No,16,No,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),80.5,1305.43,Yes
CUST1872,Female,1,Yes,No,53,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,70.67,3679.37,No
CUST1871,Male,1,Yes,Yes,6,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,18.0,103.65,No
CUST1870,Male,1,Yes,No,64,Yes,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),39.79,2449.23,Yes
CUST1869,Female,0,No,No,12,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,70.64,877.95,Yes
CUST1868,Female,0,No,No,54,No,No,Fiber optic,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),33.97,1767.06,Yes
CUST1867,Male,0,Yes,Yes,59,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),66.52,3819.18,No
CUST1866,Male,0,Yes,No,47,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,Two year,Yes,Electronic check,96.02,4726.46,No
CUST1865,Female,0,No,No,17,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,One year,No,Mailed check,78.9,1309.19,No
CUST1864,Male,0,Yes,No,9,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),70.62,608.16,Yes
CUST1863,Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),73.49,3502.63,No
CUST1862,Female,1,Yes,No,37,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.62,3222.01,No
CUST1861,Male,0,No,No,1,Yes,No,DSL,No internet service,No,No internet service,No,Yes,No,One year,No,Mailed check,51.39,51.39,No
CUST1860,Female,1,No,Yes,21,No,No,DSL,No,No,No,No,No,No internet service,Two year,No,Bank transfer (automatic),41.99,864.28,No
CUST1859,Male,0,No,No,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,18.0,408.53,Yes
CUST1858,Female,0,No,No,26,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,72.4,1789.21,Yes
CUST1857,Male,0,No,Yes,31,Yes,Yes,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),42.98,1272.55,Yes
CUST1856,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,38.95,1217.99,Yes
CUST1855,Male,0,Yes,No,21,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),64.1,1399.83,No
CUST1854,Male,0,No,Yes,47,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,97.47,4359.85,No
CUST1853,Female,1,Yes,No,39,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,Two year,No,Electronic check,53.4,2044.27,No
CUST1852,Male,0,No,No,48,Yes,No phone service,DSL,No,Yes,No internet service,No,Yes,No,One year,Yes,Electronic check,99.31,4966.0,No
CUST1851,Female,0,Yes,No,25,Yes,Yes,DSL,No,Yes,No internet service,No,No,No internet service,One year,No,Bank transfer (automatic),38.57,994.11,No
CUST1850,Male,0,No,Yes,63,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,20.72,1274.14,Yes
CUST1849,Female,0,Yes,Yes,36,No,No,Fiber optic,No,No internet service,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),38.55,1408.37,Yes
CUST1848,Female,0,No,No,67,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),61.91,4213.96,No
CUST1847,Female,0,Yes,No,54,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No internet service,Two year,No,Electronic check,65.27,3557.73,Yes
CUST1846,Male,0,No,No,28,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),92.59,2578.25,No
CUST1845,Male,0,Yes,Yes,64,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,109.88,6932.52,Yes
CUST1844,Male,0,Yes,No,44,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),31.82,1407.94,Yes
CUST1843,Female,1,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,62.8,120.58,No
CUST1842,Male,1,Yes,Yes,47,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,63.05,2870.64,Yes
CUST1841,Female,0,No,Yes,67,No,No,DSL,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),64.98,4155.83,No
CUST1840,Male,0,No,No,69,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),91.52,6030.88,No
CUST1839,Female,0,Yes,No,67,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),50.43,3267.94,No
CUST1838,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,67.7,2373.55,No
CUST1837,Male,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,74.36,3908.92,Yes
CUST1836,Female,1,Yes,No,64,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),120.0,7869.7,Yes
CUST1835,Male,1,Yes,Yes,61,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Electronic check,48.45,3048.2,No
CUST1834,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),64.63,125.64,Yes
CUST1833,Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,One year,Yes,Mailed check,44.37,654.14,Yes
CUST1832,Male,0,No,No,46,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,One year,No,Mailed check,87.06,3927.69,No
CUST1831,Male,0,No,Yes,23,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),67.04,1581.72,No
CUST1830,Male,0,No,No,35,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,33.78,1215.0,No
CUST1829,Male,0,No,No,13,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),57.22,714.93,Yes
CUST1828,Female,0,Yes,No,8,No,No,DSL,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,65.27,525.06,No
CUST1827,Male,0,Yes,Yes,43,Yes,No,DSL,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,86.51,3714.92,Yes
CUST1826,Male,0,No,Yes,2,Yes,No,DSL,No,No,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),56.51,115.93,No
CUST1825,Female,1,Yes,No,28,Yes,Yes,DSL,No,Yes,No internet service,No,No,No internet service,One year,Yes,Credit card (automatic),93.05,2599.09,No
CUST1824,Female,0,No,Yes,71,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,56.67,4112.51,Yes
CUST1823,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,No internet service,No,No,No internet service,Two year,Yes,Electronic check,86.61,6088.68,No
CUST1822,Male,0,Yes,No,20,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),37.63,724.89,No
CUST1821,Male,0,Yes,No,64,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.81,3399.02,Yes
CUST1820,Female,1,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),36.09,2519.76,No
CUST1819,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,23.93,1667.03,Yes
CUST1818,Male,0,No,No,13,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No,Two year,No,Electronic check,51.66,695.95,No
CUST1817,Male,0,No,No,11,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),96.07,1092.73,Yes
CUST1816,Female,0,No,Yes,60,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,21.33,1308.7,No
CUST1815,Female,0,No,Yes,24,Yes,No,Fiber optic,No,Yes,No,No,No,No internet service,Two year,Yes,Mailed check,73.83,1786.21,Yes
CUST1814,Female,0,No,No,24,Yes,No,DSL,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,43.13,1049.76,No
CUST1813,Female,0,No,No,49,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,One year,No,Credit card (automatic),88.17,4453.91,No
CUST1812,Male,0,Yes,Yes,51,Yes,No,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),47.06,2304.88,Yes
CUST1811,Female,0,No,Yes,12,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),93.84,1181.07,Yes
CUST1810,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,56.69,2493.54,No
CUST1809,Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,One year,No,Electronic check,85.46,2663.21,No
CUST1808,Male,0,Yes,No,31,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,Two year,No,Credit card (automatic),100.41,3142.47,Yes
CUST1807,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,110.42,228.03,No
CUST1806,Female,0,Yes,No,21,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,67.02,1444.59,No
CUST1805,Female,1,No,No,36,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.91,2656.06,No
CUST1804,Male,0,No,No,37,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),48.66,1850.01,Yes
CUST1803,Female,1,Yes,No,44,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,18.0,756.56,No
CUST1802,Female,1,No,Yes,33,No,No,Fiber optic,No internet service,No,No,No,No internet service,Yes,Two year,Yes,Mailed check,109.29,3475.35,Yes
CUST1801,Male,1,Yes,Yes,72,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,57.06,4202.64,No
CUST1800,Female,0,Yes,Yes,19,No,No,DSL,No internet service,No,No,No,No internet service,Yes,Two year,No,Electronic check,84.92,1550.42,No
CUST1799,Female,0,No,No,48,No,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,120.0,5653.57,No
CUST1798,Female,1,Yes,Yes,60,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,18.0,1060.48,No
CUST1797,Female,0,No,No,40,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),103.88,4031.82,No
CUST1796,Female,0,Yes,No,64,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),120.0,7970.76,No
CUST1795,Female,0,Yes,Yes,37,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,82.1,3126.88,Yes
CUST1794,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),58.23,3464.44,Yes
CUST1793,Female,0,Yes,No,10,No,No,Fiber optic,No internet service,No,No,Yes,No internet service,No,One year,No,Electronic check,61.9,639.38,Yes
CUST1792,Female,0,Yes,No,72,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,18.0,1351.62,No
CUST1791,Female,1,No,No,71,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,33.52,2264.3,No
CUST1790,Male,0,Yes,No,67,Yes,No,DSL,No internet service,No internet service,No,No,Yes,No internet service,Two year,Yes,Electronic check,71.75,4973.11,No
CUST1789,Female,1,Yes,No,28,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),64.6,1833.88,Yes
CUST1788,Male,1,No,No,2,Yes,No phone service,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),62.37,126.94,Yes
CUST1787,Male,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),84.96,1046.9,No
CUST1786,Female,1,No,No,40,No,No,DSL,No,No,Yes,No,No internet service,No,One year,Yes,Credit card (automatic),68.23,2689.87,Yes
CUST1785,Female,0,Yes,No,42,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,19.04,828.89,Yes
CUST1784,Male,1,Yes,No,44,No,No,DSL,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.51,2876.63,No
CUST1783,Male,0,Yes,No,34,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,One year,Yes,Electronic check,61.84,2032.88,No
CUST1782,Male,1,No,No,39,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,120.0,4486.19,Yes
CUST1781,Female,1,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),75.04,1731.39,Yes
CUST1780,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.53,171.1,No
CUST1779,Female,0,Yes,Yes,28,Yes,No,DSL,No internet service,No,No,No internet service,No,No,One year,Yes,Electronic check,57.07,1576.59,No
CUST1778,Female,0,Yes,No,50,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,105.17,5124.65,Yes
CUST1777,Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,32.3,1784.29,Yes
CUST1776,Male,0,Yes,No,17,Yes,Yes,DSL,No,No internet service,No,No,No,No,One year,No,Credit card (automatic),77.01,1322.81,Yes
CUST1775,Male,0,No,Yes,15,Yes,No,DSL,Yes,No internet service,No,No,Yes,No internet service,Two year,Yes,Electronic check,120.0,1776.07,Yes
CUST1774,Female,0,Yes,No,48,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Two year,No,Bank transfer (automatic),117.36,5773.01,No
CUST1773,Male,0,No,Yes,11,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,110.55,1252.15,Yes
CUST1772,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Mailed check,37.31,1595.77,No
CUST1771,Female,0,Yes,No,13,No,No,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),18.0,236.23,No
CUST1770,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,58.22,1209.14,Yes
CUST1769,Female,0,Yes,No,19,No,No,Fiber optic,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Mailed check,79.58,1528.28,No
CUST1768,Male,0,No,No,28,Yes,Yes,DSL,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,85.67,2330.17,Yes
CUST1767,Female,0,Yes,Yes,28,Yes,No phone service,DSL,No,No,No internet service,No,Yes,No internet service,Two year,No,Electronic check,43.85,1220.39,Yes
CUST1766,Female,0,No,No,19,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,79.66,1484.8,Yes
CUST1765,Female,1,No,No,31,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),40.91,1233.97,No
CUST1764,Male,0,No,No,55,Yes,Yes,DSL,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.38,3485.62,No
CUST1763,Female,0,Yes,Yes,7,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),94.91,684.13,No
CUST1762,Male,0,No,Yes,67,Yes,No,DSL,No,No internet service,Yes,No,No,No internet service,One year,Yes,Electronic check,30.05,1989.03,No
CUST1761,Male,0,No,Yes,66,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,47.68,3152.44,No
CUST1760,Male,0,No,Yes,55,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,111.95,6237.75,No
CUST1759,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.43,326.61,Yes
CUST1758,Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No internet service,One year,Yes,Credit card (automatic),100.03,4470.4,Yes
CUST1757,Female,1,No,No,10,No,No,DSL,No,No,No,No internet service,No,No,Two year,Yes,Mailed check,58.43,599.02,No
CUST1756,Female,0,Yes,No,26,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,56.94,1516.76,Yes
CUST1755,Female,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),76.97,2180.83,No
CUST1754,Male,1,No,Yes,46,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,78.68,3536.62,No
CUST1753,Male,0,No,Yes,23,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,31.85,711.53,Yes
CUST1752,Female,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,29.33,422.1,Yes
CUST1751,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.37,833.35,Yes
CUST1750,Male,0,Yes,Yes,38,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),44.69,1664.31,Yes
CUST1749,Female,0,No,No,67,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,56.64,3644.67,No
CUST1748,Female,0,Yes,No,10,Yes,Yes,DSL,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),50.09,483.11,Yes
CUST1747,Female,0,Yes,Yes,8,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),49.35,385.5,No
CUST1746,Male,0,Yes,No,53,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,77.47,3968.64,No
CUST1745,Female,0,Yes,No,59,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,39.35,2409.78,No
CUST1744,Male,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,65.31,1215.79,Yes
CUST1743,Female,0,No,No,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.73,390.84,No
CUST1742,Female,0,Yes,No,35,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),56.08,1940.04,No
CUST1741,Male,0,Yes,Yes,66,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),20.84,1338.33,No
CUST1740,Male,0,No,Yes,10,Yes,No,DSL,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),24.84,251.36,Yes
CUST1739,Male,0,No,No,16,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),116.12,1941.27,Yes
CUST1738,Male,1,Yes,Yes,64,Yes,No,DSL,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,18.0,1123.82,Yes
CUST1737,Female,0,Yes,Yes,4,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),43.92,175.95,Yes
CUST1736,Male,1,No,No,25,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,66.66,1677.85,No
CUST1735,Female,0,Yes,No,34,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,111.04,3618.42,No
CUST1734,Male,1,Yes,Yes,44,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,84.73,3914.25,No
